,Plain top-3 (no overlay),Top-3 + abs-mom overlay,Top-3 + overlay + band(4),Top-2 + overlay,Top-4 + overlay,Top-3 + overlay + band(5),SPY buy & hold,Equal-weight sectors
2014-10-30,1.5988387948128915,1.5988387948128915,1.5425255199900143,1.4814591807106343,1.59531591901208,1.5405520489348201,1.7116395060889853,1.6984142290593902
2014-10-31,1.6183576562263444,1.6183576562263444,1.5613569005826544,1.495736712973253,1.6174899090539843,1.5598531869199552,1.7312125351581509,1.7162041354613158
2014-11-03,1.6232978211193347,1.6232978211193347,1.5661230661555183,1.499762105261801,1.6238611017848825,1.5589992845796534,1.732156862651308,1.7153518464089315
2014-11-04,1.6234713317319043,1.6234713317319043,1.5662904654885506,1.4996887934280334,1.621856626378675,1.5535768245079793,1.7261474188979935,1.7071966439049462
2014-11-05,1.6279943680398552,1.6279943680398552,1.5706541943119259,1.5009401347183327,1.6344071107571179,1.5593885501710643,1.7370502395142797,1.7214332808127877
2014-11-06,1.631920990801229,1.631920990801229,1.5744425160842292,1.5051290527577257,1.6303250113033665,1.566490541970845,1.7440044891434732,1.7274083095837747
2014-11-07,1.6274397107006668,1.6274397107006668,1.5701190727578809,1.498602769801912,1.6312344604176399,1.5644239993815598,1.7456352958426493,1.7314996392435442
2014-11-10,1.6372982026757934,1.6372982026757934,1.5796303352501255,1.5081919721619252,1.640669856114866,1.5724874274122205,1.7511292024825935,1.736450433144361
2014-11-11,1.6377587517647836,1.6377587517647836,1.5800746631744167,1.5113403518807857,1.639503133354825,1.5772547307071156,1.7528461180717232,1.737615792064478
2014-11-12,1.6375556731989136,1.6375556731989136,1.5798787373115757,1.5126270027372042,1.632147620830526,1.5794383169270243,1.7509574630854086,1.7341127738126902
2014-11-13,1.6398556602089296,1.6398556602089296,1.5820977156539233,1.516129256846799,1.6305811649461883,1.5819807284196992,1.752932864805306,1.7322503188790475
2014-11-14,1.63741355916156,1.63741355916156,1.5797416287237191,1.515253419081277,1.6270607498325924,1.5829830677576755,1.7533618146460006,1.73297446507605
2014-11-17,1.6389952875427862,1.6389952875427862,1.5812676464821382,1.5174462432700306,1.6334933503945752,1.584400281482292,1.7544775626145286,1.7357929665563088
2014-11-18,1.6514094820246015,1.6514094820246015,1.5932445961661494,1.5321468615447134,1.6439552092907863,1.6009591292835847,1.7646074762130277,1.7457532617240268
2014-11-19,1.6436381393832136,1.6436381393832136,1.5857469707721332,1.5229415024576514,1.6377739349828553,1.5938068834157937,1.7617744937335558,1.7445854584145788
2014-11-20,1.644106768270028,1.644106768270028,1.5861990939127906,1.5235911846475596,1.6372359075256697,1.5970518063378276,1.7648654839610738,1.7482127253741044
2014-11-21,1.6501867128820955,1.6501867128820955,1.592064894614316,1.5282559591342817,1.6433944424485663,1.6068481691774361,1.7743084399708327,1.7591991401809728
2014-11-24,1.659541264388481,1.659541264388481,1.6010899661058728,1.5362053188355986,1.6470271740946194,1.6099039418454362,1.779287447341036,1.760738485964956
2014-11-25,1.6600766247989713,1.6600766247989713,1.6016064703952688,1.5375752295208576,1.6474284791113178,1.6089226338293159,1.7780002788971376,1.7584656767924596
2014-11-26,1.669180319665345,1.669180319665345,1.6103895207585337,1.549254305948975,1.6560309879317399,1.6174722471226715,1.7825498580439245,1.7607925198296461
2014-11-28,1.6751857109565924,1.6751857109565924,1.6167139857761827,1.5569449728809541,1.6652093380122137,1.6105751231926593,1.7787722291494805,1.751961644788208
2014-12-01,1.668606150954926,1.668606150954926,1.6055551935453367,1.5565664065240061,1.657403456647579,1.6042493316156845,1.7664101817702962,1.741073079534838
2014-12-02,1.6786774967279992,1.6786774967279992,1.6167231127036268,1.5704238062127227,1.6688362809739556,1.6139322335489397,1.7778279016563232,1.7527340935281124
2014-12-03,1.6799528258199778,1.6799528258199778,1.6219064008524513,1.5694538848327508,1.6716638561878352,1.615158374206653,1.7846958829346558,1.7608644960492474
2014-12-04,1.67874542778308,1.67874542778308,1.621872567824604,1.567770621635555,1.6712756252748817,1.6139975445569608,1.7827220758238314,1.7582870755625752
2014-12-05,1.6782104650993552,1.6782104650993552,1.6304323275474528,1.5679407265156842,1.6746301425900207,1.6134832149607803,1.7856410077323495,1.7585653083312816
2014-12-08,1.679057049671668,1.679057049671668,1.6295649970258559,1.5769989800829187,1.6773087492434968,1.6142971474358054,1.7737079101938598,1.74464160848859
2014-12-09,1.679310337312055,1.679310337312055,1.6257901114629452,1.5775354851565186,1.6764740334572235,1.6145406659722588,1.772505415491749,1.7458648727460087
2014-12-10,1.6552467226830223,1.6552467226830223,1.6022936541210029,1.5555301796601417,1.6530739048682972,1.5914051659246349,1.7440896412679827,1.7170117574443775
2014-12-11,1.6648007899655062,1.6648007899655062,1.6074505380453492,1.56555191918534,1.661220681058976,1.6005907403895046,1.7529328648053055,1.724905820827024
2014-12-12,1.6428596295789493,1.6428596295789493,1.580828493103361,1.5461391993312807,1.6366731633070666,1.579495833203131,1.7246020832451414,1.6975843921365275
2014-12-15,1.6297861292455913,1.6297861292455913,1.567921222916514,1.5324936225282886,1.6231727821842576,1.566926567436213,1.7127552540575126,1.68565432157699
2014-12-16,1.6158668493430413,1.6158668493430413,1.549876536776191,1.522981712275892,1.6088713438299134,1.5535441431490566,1.699020248266291,1.675686480850123
2014-12-17,1.645663501161585,1.645663501161585,1.5810700087662275,1.5507809051081516,1.6402989435070023,1.5821915616767468,1.7323284425875853,1.7108782933970135
2014-12-18,1.6870352604124497,1.6870352604124497,1.6227055030335542,1.5872056897570306,1.680697697324457,1.6219676448992504,1.775166658574036,1.749159242734945
2014-12-19,1.689954840489067,1.689954840489067,1.6249679344572976,1.5904287396686252,1.6831484591052657,1.624774619081763,1.7827198433711287,1.760208106655399
2014-12-22,1.692634896296875,1.692634896296875,1.6299100017955572,1.5849570188060615,1.6880617681394425,1.6273513072570451,1.7909210772955757,1.7662175801044342
2014-12-23,1.682675136295565,1.682675136295565,1.621987328155845,1.5690463104234582,1.6830373527651061,1.6177756873206028,1.7933373884242167,1.7709261208268654
2014-12-24,1.6968282949857232,1.6968282949857232,1.6244749467618074,1.5895137866473759,1.6929031148176956,1.6313829698755324,1.793510084586846,1.7730950848406568
2014-12-26,1.7102544686636236,1.7102544686636236,1.6305774630819263,1.6049164690383029,1.7029127765686216,1.6442913066550662,1.7992937316953932,1.7797836016853443
2014-12-29,1.716270951612944,1.716270951612944,1.6317627780391244,1.6171717699939734,1.7089417209786681,1.6500757386161977,1.8017109995894782,1.7845244850738815
2014-12-30,1.6974002639627945,1.6974002639627945,1.6249411424872273,1.596388673739673,1.694358523484527,1.6319328784615978,1.7920435226222111,1.772487590772252
2014-12-31,1.6750928859014134,1.6750928859014134,1.6069440175080187,1.5737697205483652,1.672498304594106,1.6104858783264318,1.7742602827768212,1.7539516204467747
2015-01-02,1.6786555134973529,1.6786555134973529,1.610361704461434,1.5803125321521458,1.6739588456834755,1.6139110981941103,1.7733111714564442,1.75417841363327
2015-01-05,1.6604319343464278,1.6604319343464278,1.5928795267621334,1.5666195431429122,1.6573805049961958,1.5963903880757961,1.7412856806736434,1.7210324107813462
2015-01-06,1.6522923092553636,1.6522923092553636,1.5850710512113553,1.5644731404046934,1.65076786337525,1.5885647018858773,1.7248843290511007,1.706359564337144
2015-01-07,1.6753875429913183,1.6753875429913183,1.6072266868762817,1.5905504028825603,1.6751332690908332,1.6107691707254592,1.746378383670767,1.7265893410801443
2015-01-08,1.701024950435036,1.701024950435036,1.6318210713804746,1.6097438002753186,1.7007124394398274,1.6354177636438094,1.7773680163996082,1.7566943908992618
2015-01-09,1.690577334561222,1.690577334561222,1.621798502502682,1.597494390520997,1.6894398827114716,1.6253731040499613,1.7631251276185678,1.7420266046366428
2015-01-12,1.6830399161494993,1.6830399161494993,1.614567733674209,1.5960064975941877,1.682502106431609,1.6181263979041198,1.7493132616700173,1.7290242477220195
2015-01-13,1.6816411000015195,1.6816411000015195,1.6132258264525208,1.5946059218717468,1.6813683969992737,1.616781532988474,1.7443934142964301,1.723867736490254
2015-01-14,1.682485136149213,1.682485136149213,1.6140355241412354,1.6001723255776537,1.680707019652043,1.6175930153296016,1.7338619781332956,1.7158704816694503
2015-01-15,1.6738324819268975,1.6738324819268975,1.605734891349381,1.5978740729528327,1.674917314500526,1.6092740871362066,1.7179791933813622,1.7048848648354018
2015-01-16,1.6947987177943724,1.6947987177943724,1.625848144519082,1.6199990425491642,1.6939805731619564,1.629431671871013,1.7405089465940808,1.7285180310329573
2015-01-20,1.7008086764091805,1.7008086764091805,1.631613596168254,1.6219988245675425,1.7002055959240703,1.6352098311360534,1.7442205586728938,1.7314367155837262
2015-01-21,1.7084550007621848,1.7084550007621848,1.6389488402483898,1.6314422577728542,1.7080010152370315,1.642561242807168,1.7530253521315522,1.743960628410211
2015-01-22,1.7218777813525952,1.7218777813525952,1.6518255333259055,1.6376087439869118,1.7223638909935122,1.6554663173679123,1.7790948185649913,1.7651627925997961
2015-01-23,1.7200505560542076,1.7200505560542076,1.6500726461955284,1.6352239377283582,1.7161668774248435,1.6537095667039095,1.7693401164814193,1.75393369007318
2015-01-26,1.720421695979184,1.720421695979184,1.6504286867990787,1.6389820274699778,1.7164448012196287,1.654066392055559,1.7734837081581658,1.759800013590378
2015-01-27,1.7010156957848426,1.7010156957848426,1.6318121932430958,1.6342792370658001,1.6969978605764557,1.6354088659381527,1.7500903146713942,1.7431515522306396
2015-01-28,1.6867752485121914,1.6867752485121914,1.6181510991365975,1.6155428353780446,1.681418815951805,1.6217176614523099,1.7276465108877215,1.7173400714691893
2015-01-29,1.7044103506055817,1.7044103506055817,1.6350687411644704,1.6331638376167927,1.6979876833254213,1.6386725916077003,1.7436162018341455,1.7343986333987385
2015-01-30,1.6752193004279037,1.6752193004279037,1.607590982222163,1.6023372821961441,1.668948407006307,1.6111342690136943,1.7216901676165453,1.7135354411876809
2015-02-02,1.6874188229383391,1.6874188229383391,1.6184435515997646,1.6103306596477216,1.682351049889095,1.622010758509134,1.743011844995397,1.7347906098121617
2015-02-03,1.6982880457994283,1.6982880457994283,1.6302532369882559,1.618750901693746,1.6952826328216855,1.633846473592188,1.768217830615691,1.760738640517121
2015-02-04,1.6846082940188694,1.6846082940188694,1.6179771388136717,1.5987903448366383,1.685897912786276,1.6215433177039225,1.7614850721867668,1.751161226640269
2015-02-05,1.7020321375409377,1.7020321375409377,1.6370110510526823,1.6196179264542558,1.702890462328154,1.640619182535709,1.7792671958058055,1.771358541139516
2015-02-06,1.6712016773300458,1.6712016773300458,1.6081344439933976,1.5790547521086389,1.6784948290248454,1.6116789286275002,1.7743468700494964,1.7606170370289325
2015-02-09,1.6555504645353363,1.6555504645353363,1.5964380610220807,1.5627723678955405,1.6661728897317194,1.5999567656911615,1.7664055574039834,1.7526784218546339
2015-02-10,1.6825086450386701,1.6825086450386701,1.6241398508222311,1.5919406844290223,1.6926947200139002,1.6277196129287983,1.7852233796160746,1.7712319540768284
2015-02-11,1.6739596135877308,1.6739596135877308,1.615518320863574,1.5758380893296338,1.687980004717761,1.6190790802800519,1.7862590782091272,1.7674739483269413
2015-02-12,1.6762229604710952,1.6762229604710952,1.6227785096461151,1.5752476798876613,1.695631605286582,1.6263552712244003,1.803437482833047,1.7832215214025702
2015-02-13,1.6677158586718441,1.6677158586718441,1.6208078010037739,1.566879917751681,1.692098528747584,1.6243802189486476,1.8108615042952096,1.7895758773053554
2015-02-17,1.6714814389002408,1.6714814389002408,1.6245784271823862,1.5721154635469805,1.6951214507751595,1.6281591559538833,1.8137096355608773,1.7923036287826484
2015-02-18,1.6876310956685363,1.6876310956685363,1.6376002030102292,1.5907812618866124,1.7076065605361574,1.6412096330414392,1.8138820128016915,1.7958564401843138
2015-02-19,1.6788681407505015,1.6788681407505015,1.634776656727773,1.5835476060713578,1.702627645089594,1.638379863388512,1.8125875091560564,1.7933330458944121
2015-02-20,1.6866577360749655,1.6866577360749655,1.6436439932209927,1.5923878126556787,1.7107484540894426,1.6472667443533169,1.8234641781835417,1.801295286588863
2015-02-23,1.6945288519972728,1.6945288519972728,1.6500379226595803,1.6013449801893733,1.7169434053263293,1.6536747666339122,1.823204894748237,1.801491871206083
2015-02-24,1.6997090627391083,1.6997090627391083,1.6548578073571738,1.6059409991261908,1.722173364478904,1.6585052748258986,1.828384185018036,1.808085882592428
2015-02-25,1.6887074039677508,1.6887074039677508,1.6425713383145957,1.592992709643343,1.7111297324831687,1.646191725211238,1.8268303979370961,1.8047155505385764
2015-02-26,1.6876665606741343,1.6876665606741343,1.6444174052806548,1.590331575765405,1.7131752971963512,1.648041861088338,1.8246725729392228,1.798494865394275
2015-02-27,1.6865536048558127,1.6865536048558127,1.6390960769056904,1.5854118325877868,1.7107674789347014,1.6427088039883726,1.8184572651545565,1.794093297633417
2015-03-02,1.6818101380396935,1.6818101380396935,1.6378136071716265,1.5772964423982658,1.7105334215920545,1.6414235075663517,1.829937812638068,1.7996123322397584
2015-03-03,1.6778941500683346,1.6778941500683346,1.6324069562405537,1.574786576853221,1.704676124907373,1.6360049398510705,1.8224284795904886,1.7941226658458111
2015-03-04,1.6735759761910125,1.6735759761910125,1.629878323151876,1.574245401366897,1.6997035796568603,1.6334707334092684,1.8147451746930217,1.7869927300188797
2015-03-05,1.6818604430794701,1.6818604430794701,1.6354383637087972,1.5832324268043727,1.7055096982348983,1.6390430288360436,1.8167307819109877,1.7887499874228436
2015-03-06,1.6431720242982846,1.6431720242982846,1.6017158996296261,1.5440556072131912,1.6708162626115532,1.6052462371680323,1.7911794039654356,1.7598106645459883
2015-03-09,1.6506262745551867,1.6506262745551867,1.6085462992173887,1.5502861966934176,1.6784724005527705,1.6120916916204389,1.798603425427598,1.7661292015703907
2015-03-10,1.635537153969844,1.635537153969844,1.5904981969984955,1.5401056332735275,1.6583578876313052,1.59400380962988,1.769426225371372,1.740104576306636
2015-03-11,1.6275862552631926,1.6275862552631926,1.583390067917899,1.5347597184733668,1.6496291982516587,1.5868800135418406,1.7652831120773471,1.7363029034295816
2015-03-12,1.6529622834197926,1.6529622834197926,1.6038281077204568,1.5594456205540463,1.671614364342172,1.6073631007708136,1.7877262780173904,1.7584555678655234
2015-03-13,1.642007825378561,1.642007825378561,1.5944168172141564,1.5500222260364211,1.6609977007867172,1.597931066865408,1.7767636595608587,1.7461732418655058
2015-03-16,1.6703363156794182,1.6703363156794182,1.6217153970677147,1.580614703715991,1.687412599886301,1.6252898154425361,1.8005026048337955,1.7687130250164758
2015-03-17,1.6638971610455322,1.6638971610455322,1.6194080837542637,1.577083176641669,1.6826131254270307,1.6229774165862587,1.79515045894046,1.7612243419614257
2015-03-18,1.689791274772416,1.689791274772416,1.648195507474911,1.6083639984362859,1.707970103178173,1.651828290587083,1.8167307819109872,1.7866987090356947
2015-03-19,1.685443965237141,1.685443965237141,1.6448524210660183,1.6057211950258077,1.7034717426935242,1.6484778356907785,1.8084442364011233,1.774645783061563
2015-03-20,1.7015200076317856,1.7015200076317856,1.657291069997199,1.6187249268802664,1.7184228283631404,1.6609439006133089,1.8244065921458104,1.7917331648022214
2015-03-23,1.7011621087006068,1.7011621087006068,1.6560637558322069,1.6169442517628372,1.7181505503947245,1.6597138813285954,1.8208518895998018,1.787755880040774
2015-03-24,1.6866587202970522,1.6866587202970522,1.643263744145692,1.6009593924207322,1.7057214362787008,1.6468856571720918,1.810620558864246,1.7766872105358578
2015-03-25,1.668252004025122,1.668252004025122,1.6128166672131332,1.5769191121762034,1.6808549424605452,1.6163714719223496,1.7840875395732236,1.7556609068507216
2015-03-26,1.6599152982970484,1.6599152982970484,1.6074045525164848,1.568512608039961,1.6748116667914088,1.6109474283988223,1.7798396604630888,1.7511187155583765
2015-03-27,1.6706228993462795,1.6706228993462795,1.6148956497538758,1.578826925911954,1.6832567289975071,1.6184550367427004,1.7839145244887797,1.75486265949366
2015-03-30,1.68870479012214,1.68870479012214,1.633448245557093,1.596508512471203,1.7019959021277213,1.6370485242704824,1.8056782275027266,1.7779472507958503
2015-03-31,1.6725129452397876,1.6725129452397876,1.6178311488848565,1.581802382124834,1.68581219008751,1.6213970059991125,1.7898965409660348,1.76331858932602
2015-04-01,1.6636506190916662,1.6636506190916662,1.609258571115091,1.5726936215427747,1.679631416973448,1.6128055334346407,1.7835680159371703,1.7596710887766365
2015-04-02,1.6701649467770014,1.6701649467770014,1.6155599168077353,1.5749027331072594,1.6874095896229955,1.6191207679057171,1.7899839255432468,1.7653251209619878
2015-04-06,1.67905585262316,1.67905585262316,1.6241601398796444,1.5837369797076448,1.6975030152872068,1.6277399467052658,1.802036299840413,1.7796539788988996
2015-04-07,1.6760448486349593,1.6760448486349593,1.6212475788406449,1.5838738052620502,1.6932380686905828,1.6248209660986193,1.7972673024851518,1.7736701214291715
2015-04-08,1.6877376423771049,1.6877376423771049,1.6325580837831444,1.5930093388806903,1.702769162271617,1.6361564004934555,1.8033370224614338,1.7778724648816084
2015-04-09,1.6939649446613838,1.6939649446613838,1.638581788196137,1.6011088107275169,1.7086872330867096,1.6421933817365117,1.8113143732720016,1.7848038572082099
2015-04-10,1.7028855367756528,1.7028855367756528,1.6472107269616256,1.6110350948676264,1.716209068936737,1.6508413395218198,1.8211983981514113,1.793895980224532
2015-04-13,1.695087711072569,1.695087711072569,1.6396678464404735,1.6043811155918277,1.708325547697539,1.6432818337587896,1.8129619233664462,1.7843016029627956
2015-04-14,1.6939657140778348,1.6939657140778348,1.6385825324569838,1.603209205529225,1.7084285806960535,1.6421941276377818,1.8164292413352428,1.7900204604625751
2015-04-15,1.70040444619977,1.70040444619977,1.6448107541373242,1.612343486227017,1.7120853946165808,1.648436076924123,1.8245804045347906,1.8000901522563002
2015-04-16,1.6991884382492637,1.6991884382492637,1.6436345028292432,1.6090441957246915,1.7127225200284388,1.6472572330438209,1.8240599241332935,1.798089369026839
2015-04-17,1.6781033890441743,1.6781033890441743,1.6232388165196985,1.590992932713172,1.6928052913221256,1.6268165926590767,1.8030766227997777,1.7796912841319599
2015-04-20,1.697256471938375,1.697256471938375,1.6417657009851392,1.6094522840816055,1.7087543291669165,1.6453843121787948,1.8195508480569664,1.7953409828630476
2015-04-21,1.701347270637092,1.701347270637092,1.6457227535014969,1.61441633767235,1.7126250608230866,1.649350086423546,1.817383933787376,1.79047218214125
2015-04-22,1.708572934709432,1.708572934709432,1.6527121788694028,1.623931678670954,1.71834681292113,1.6563549171643734,1.8263147013628185,1.797518983164418
2015-04-23,1.7158246587432588,1.7158246587432588,1.65972681218416,1.6302311015422093,1.7223588071921976,1.6633850114128175,1.8309098863290991,1.802537064492898
2015-04-24,1.726651943231118,1.726651943231118,1.6702001051725053,1.6346749517441264,1.730630445872551,1.673881388556971,1.8351585627437703,1.8076985103816616
2015-04-27,1.7128538658890016,1.7128538658890016,1.6568531476004682,1.6222376172665192,1.7178649802095176,1.6605050129930472,1.8275285177893485,1.8001213413546133
2015-04-28,1.7155080374053968,1.7155080374053968,1.6594205425889068,1.628836843168344,1.720303702057606,1.6630780667696052,1.833337678643067,1.8054717415949502
2015-04-29,1.703683589853882,1.703683589853882,1.6479826881784865,1.6175203461633194,1.7075603608122005,1.651615002216242,1.8257945398831354,1.7991405038346726
2015-04-30,1.6814660174231817,1.6814660174231817,1.6264915058033098,1.5941171943308579,1.6893796607176192,1.6300764511860488,1.8074989521425218,1.7831935631295337
2015-05-01,1.7036327857972773,1.7036327857972773,1.6479335451296995,1.6159059697080296,1.7099247731104712,1.6515657508513983,1.8270946246605266,1.8018862625163787
2015-05-04,1.7089460842963349,1.7089460842963349,1.6530731285568794,1.6227128240081816,1.7145397624048004,1.6567166624200478,1.8322975151446093,1.8067677695763091
2015-05-05,1.6869811753111188,1.6869811753111188,1.6318263489490787,1.6040193102722813,1.6945833396617036,1.6354230528446874,1.8113143732720007,1.7836882851461575
2015-05-06,1.677747474707384,1.677747474707384,1.6228945385862852,1.597626896269641,1.6889350840666577,1.626471555903633,1.8038573434020226,1.778143372265699
2015-05-07,1.687387885940521,1.687387885940521,1.6322197624211252,1.6055332914013143,1.6972472643234995,1.635817333438268,1.8110538141494377,1.7839442519014783
2015-05-08,1.7105900161247174,1.7105900161247174,1.6546633130311883,1.6271102420930421,1.7183106930168737,1.6583103518155125,1.8348984820039287,1.806785440531563
2015-05-11,1.705477008968778,1.705477008968778,1.6497174725431414,1.6239571662358678,1.7127115594340343,1.6533536102142667,1.8261408889738373,1.7972638749154566
2015-05-12,1.6977334362499408,1.6977334362499408,1.6422270712378206,1.617250732377787,1.7059162447286422,1.6458466993363607,1.8206785555935427,1.7916640187790729
2015-05-13,1.697156124542941,1.697156124542941,1.641668634386938,1.6130600703818885,1.7053063654263496,1.6452870316363757,1.8210252236060593,1.7892214860580054
2015-05-14,1.7166633142210554,1.7166633142210554,1.6605380483297605,1.6278848740650769,1.726554307934893,1.6641980356017394,1.8400143068326136,1.8072773168941585
2015-05-15,1.7205324850988888,1.7205324850988888,1.6642807190124196,1.6360076647676807,1.7308669526910598,1.6679489554943914,1.8420085249395748,1.8125221830167355
2015-05-18,1.7288942102107008,1.7288942102107008,1.67236906259314,1.6439677760127593,1.7357706524981291,1.6760551265705954,1.8477318958251545,1.8163897617682478
2015-05-19,1.730033124549684,1.730033124549684,1.673470740818569,1.647646207407367,1.7354939234215268,1.6771592330019223,1.8471249876118894,1.8135493388397235
2015-05-20,1.7305400833234947,1.7305400833234947,1.6739611248827435,1.6478055831886464,1.734915270518716,1.6776506979202424,1.845823467686332,1.8125104112335555
2015-05-21,1.7353518356938982,1.7353518356938982,1.6786155599277548,1.6510914853995846,1.7395017307464273,1.6823153917925295,1.8511993732548584,1.81768844458143
2015-05-22,1.732582467668924,1.732582467668924,1.675936734710718,1.647715193468982,1.735581147746289,1.6796306621843178,1.8467768844512067,1.8137608957288487
2015-05-26,1.7142562201813445,1.7142562201813445,1.6582096527697596,1.6334466634145621,1.7183666547382306,1.6618645080315915,1.8269217690369897,1.7943650323128861
2015-05-27,1.7358821093866488,1.7358821093866488,1.6791284966437352,1.649037942798123,1.7373690388996936,1.6828294590708923,1.8442628237863774,1.808546418619992
2015-05-28,1.7341210520599242,1.7341210520599242,1.6774250160182156,1.6482181780922134,1.7354308590502836,1.6811222238084862,1.8421816994849258,1.8066453796119124
2015-05-29,1.7244679528322973,1.7244679528322973,1.6680875190151703,1.6404838346351334,1.7254483531197293,1.67176414605439,1.830736233401025,1.796339977139562
2015-06-01,1.7300172369873188,1.7300172369873188,1.6734553726904193,1.646132909395114,1.7296126824091846,1.6771438310009243,1.8344649077969213,1.7991618831249685
2015-06-02,1.7263470863084267,1.7263470863084267,1.669905215362004,1.6425973194113666,1.7257091348127014,1.6735858487806623,1.8326440236962183,1.7974332966951412
2015-06-03,1.733133514026291,1.733133514026291,1.676469764941644,1.6505796740609477,1.7305366101301367,1.6801648672656864,1.837499608324155,1.7982790601208092
2015-06-04,1.7196998438789726,1.7196998438789726,1.6634753004921863,1.6389754902726152,1.717361309229637,1.6671417617534483,1.8219791187536556,1.7828104367608864
2015-06-05,1.7159566093747847,1.7159566093747847,1.6598544487698175,1.6362817160145853,1.7084517867476767,1.6635129293219166,1.8188575120319317,1.7780126262218323
2015-06-08,1.7026885691915732,1.7026885691915732,1.6470201991132458,1.6264274281674025,1.6983182731154043,1.650650391731542,1.8076721266878721,1.7676891318303096
2015-06-09,1.7006067840275771,1.7006067840275771,1.6450064766525707,1.6253481315396574,1.6987895922604048,1.6486322308308188,1.8074125243307528,1.7680024020946221
2015-06-10,1.7222107584733568,1.7222107584733568,1.665904122256793,1.6436934946956712,1.719157107256259,1.669575936877319,1.8290888427674874,1.787644906535926
2015-06-11,1.7283469139275067,1.7283469139275067,1.6718396598299865,1.65207097796086,1.7235850141556535,1.675524556952291,1.8349855476593255,1.7927564498797266
2015-06-12,1.7135399544520047,1.7135399544520047,1.6575168049140214,1.638128855892625,1.7107936785074516,1.6611701330718305,1.820938955255198,1.7796627037117752
2015-06-15,1.7080721310599067,1.7080721310599067,1.6522277486914587,1.6352440577937886,1.7035960227406295,1.6558694192552277,1.8131347789899814,1.771764015332993
2015-06-16,1.7180868654097041,1.7180868654097041,1.6619150573756893,1.6442392268931192,1.7157088223609196,1.6655780797094581,1.8230191227912058,1.7821335210755191
2015-06-17,1.7215255166142098,1.7215255166142098,1.6652412839646273,1.648767594487227,1.7205879708011609,1.6689116376251258,1.8259677144284858,1.7866432115206152
2015-06-18,1.7416994344917083,1.7416994344917083,1.68475562783273,1.6703677577045877,1.7405011794587892,1.6884689930040155,1.8449560003505034,1.803811706717505
2015-06-19,1.7344293438365745,1.7344293438365745,1.6777232283822099,1.666775514728972,1.7344405897335595,1.6814210934615184,1.8367665665331983,1.79155453172957
2015-06-22,1.7468792306527838,1.7468792306527838,1.6897660736998983,1.6778921970206144,1.745473672631374,1.693490482380918,1.8461757168306048,1.8038429274455543
2015-06-23,1.7507761698378053,1.7507761698378053,1.6935356048217838,1.6828830151936662,1.746529761215771,1.6972683219158153,1.847483136809733,1.801696954158339
2015-06-24,1.7381060603943341,1.7381060603943341,1.6812797369220653,1.668602779836833,1.7350645856753282,1.684985440891908,1.8340656176849883,1.78755236916849
2015-06-25,1.7395534648102637,1.7395534648102637,1.6826798193284762,1.6725682355267184,1.7353501243268483,1.6863886092160383,1.8284891102950516,1.7814918740089234
2015-06-26,1.7362571799531354,1.7362571799531354,1.6794913045055342,1.6747035365989498,1.7337662325972003,1.6831930665964854,1.8281408476734615,1.7827898635718333
2015-06-29,1.6966571641827128,1.6966571641827128,1.6411859872330654,1.6352943566233407,1.6973771762455958,1.6448033206812598,1.789804053639787,1.7480824892862463
2015-06-30,1.701744947820387,1.701744947820387,1.646107428870479,1.6418131761429398,1.7004824276902317,1.6497356096544333,1.7935505876573035,1.7517958264123548
2015-07-01,1.7181343173732158,1.7181343173732158,1.6619609579260342,1.6599793940137306,1.7182134413955856,1.6656240814290775,1.8079266262959572,1.7636137784073775
2015-07-02,1.71517519634866,1.71517519634866,1.6590985835686505,1.6545073594764417,1.7156384149166848,1.6627553981203715,1.8062712626170538,1.7638889815739103
2015-07-06,1.7115043187369694,1.7115043187369694,1.6555477230740638,1.652565991475533,1.7125301497670986,1.6591967111840915,1.8011308808086413,1.7575625117628426
2015-07-07,1.7200408888111547,1.7200408888111547,1.6638051951671573,1.6637302135690826,1.7277695388528052,1.66747238354835,1.8124575485165877,1.772544301034179
2015-07-08,1.6899099210278405,1.6899099210278405,1.634659341100896,1.6336087378077164,1.7002760623328053,1.638262289186589,1.7820494697167477,1.7438070096808904
2015-07-09,1.6931410513561524,1.6931410513561524,1.6377848315828247,1.6414575206578648,1.703054761705378,1.641394668553355,1.7852731314191574,1.7463321723542387
2015-07-10,1.7179053743808397,1.7179053743808397,1.6617395000859385,1.6644074542405785,1.7267048612150253,1.6654021354743753,1.8077523355242555,1.7662624112031187
2015-07-13,1.7397239976752448,1.7397239976752448,1.682844776724866,1.6834906937535576,1.7471649582790982,1.6865539301945645,1.827705041013753,1.78371795691177
2015-07-14,1.7484538123971884,1.7484538123971884,1.6912891754491637,1.692951470606627,1.754422172000685,1.6950169411944926,1.835633437325773,1.7902367757667539
2015-07-15,1.7487599913768515,1.7487599913768515,1.691585344092786,1.6931963999090895,1.753490557367555,1.6953137626225947,1.8350234993552685,1.7867235338229976
2015-07-16,1.7624639978098138,1.7624639978098138,1.7048413063469892,1.702320807931553,1.768315849395844,1.708598942306159,1.8497482789982342,1.7991884992751495
2015-07-17,1.7691727510862287,1.7691727510862287,1.7113307210039332,1.6989426108907766,1.7730755680656216,1.7151026602638137,1.8513162580999256,1.7950857269865916
2015-07-20,1.774526779052481,1.774526779052481,1.7165097022730806,1.702130458003741,1.777892130302882,1.720293056511104,1.8522750965356494,1.7924385129729403
