,XLU
1999-08-23,5.893798351287842
1999-08-24,5.878421306610107
1999-08-25,5.961437702178955
1999-08-26,5.964511871337891
1999-08-27,5.884573936462402
1999-08-30,5.8046369552612305
1999-08-31,5.75852108001709
1999-09-01,5.780041217803955
1999-09-02,5.700107097625732
1999-09-03,5.807711601257324
1999-09-07,5.767742156982422
1999-09-08,5.684730529785156
1999-09-09,5.706254005432129
1999-09-10,5.727774143218994
1999-09-13,5.780041217803955
1999-09-14,5.783117771148682
1999-09-15,5.78926420211792
1999-09-16,5.75852108001709
1999-09-17,5.833716869354248
1999-09-20,5.802737712860107
1999-09-21,5.725284099578857
1999-09-22,5.833716869354248
1999-09-23,5.781050682067871
1999-09-24,5.697400093078613
1999-09-27,5.781050682067871
1999-09-28,5.71599006652832
1999-09-29,5.79034423828125
1999-09-30,5.904973030090332
1999-10-01,5.864700794219971
1999-10-04,5.96074104309082
1999-10-05,5.802737712860107
1999-10-06,5.889484882354736
1999-10-07,5.805835723876953
1999-10-08,5.849206447601318
1999-10-11,5.812029838562012
1999-10-12,5.697400093078613
1999-10-13,5.750068664550781
1999-10-14,5.787243843078613
1999-10-15,5.650928497314453
1999-10-18,5.694302558898926
1999-10-19,5.626143932342529
1999-10-20,5.635437965393066
1999-10-21,5.5486931800842285
1999-10-22,5.616848945617676
1999-10-25,5.55488920211792
1999-10-26,5.588967323303223
1999-10-27,5.734577655792236
1999-10-28,5.948347568511963
1999-10-29,5.935956001281738
1999-11-01,5.991722106933594
1999-11-02,5.935956001281738
1999-11-03,5.867795944213867
1999-11-04,5.836818218231201
1999-11-05,5.886382579803467
1999-11-08,5.923561096191406
1999-11-09,5.836818218231201
1999-11-10,5.861599445343018
1999-11-11,5.843008518218994
1999-11-12,5.861599445343018
1999-11-15,5.833716869354248
1999-11-16,5.821325778961182
1999-11-17,5.864700794219971
1999-11-18,5.821325778961182
1999-11-19,5.824420928955078
1999-11-22,5.759365081787109
1999-11-23,5.700497150421143
1999-11-24,5.66951847076416
1999-11-26,5.734577655792236
1999-11-29,5.66951847076416
1999-11-30,5.7407732009887695
1999-12-01,5.7686591148376465
1999-12-02,5.734577655792236
1999-12-03,5.846109390258789
1999-12-06,5.805835723876953
1999-12-07,5.849206447601318
1999-12-08,5.802737712860107
1999-12-09,5.808934211730957
1999-12-10,5.765557289123535
1999-12-13,5.762460231781006
1999-12-14,5.759365081787109
1999-12-15,5.7841477394104
1999-12-16,5.725284099578857
1999-12-17,5.799213886260986
1999-12-20,5.665149211883545
1999-12-21,5.739975929260254
1999-12-22,5.724384307861328
1999-12-23,5.752447605133057
1999-12-27,5.599672317504883
1999-12-28,5.6495561599731445
1999-12-29,5.565377235412598
1999-12-30,5.565377235412598
1999-12-31,5.615262031555176
2000-01-03,5.478074550628662
2000-01-04,5.312828540802002
2000-01-05,5.446896076202393
2000-01-06,5.437542915344238
2000-01-07,5.484311103820801
2000-01-10,5.503017902374268
2000-01-11,5.443778991699219
2000-01-12,5.387657642364502
2000-01-13,5.337772846221924
2000-01-14,5.381422519683838
2000-01-18,5.359598159790039
2000-01-19,5.362712383270264
2000-01-20,5.387657642364502
2000-01-21,5.562256813049316
2000-01-24,5.487427711486816
2000-01-25,5.359598159790039
2000-01-26,5.334654808044434
2000-01-27,5.300357341766357
2000-01-28,5.272297382354736
2000-01-31,5.515486717224121
2000-02-01,5.474957466125488
2000-02-02,5.446896076202393
2000-02-03,5.437542915344238
2000-02-04,5.409482479095459
2000-02-07,5.39389181137085
2000-02-08,5.406364917755127
2000-02-09,5.406364917755127
2000-02-10,5.328419208526611
2000-02-11,5.2348809242248535
2000-02-14,5.241118907928467
2000-02-15,5.228646278381348
2000-02-16,5.206821441650391
2000-02-17,5.175640106201172
2000-02-18,4.98545503616333
2000-02-22,4.9667463302612305
2000-02-23,4.863857269287109
2000-02-24,4.701728820800781
2000-02-25,4.676785945892334
2000-02-28,4.810853958129883
2000-02-29,4.845149993896484
2000-03-01,5.057166576385498
2000-03-02,5.188115119934082
2000-03-03,5.2348809242248535
2000-03-06,5.088343620300293
2000-03-07,5.029105186462402
2000-03-08,5.0634002685546875
2000-03-09,5.103931427001953
2000-03-10,5.103931427001953
2000-03-13,5.119521617889404
2000-03-14,5.085225582122803
2000-03-15,5.11328649520874
2000-03-16,5.312828540802002
2000-03-17,5.355573654174805
2000-03-20,5.3335862159729
2000-03-21,5.29903507232666
2000-03-22,5.1765289306640625
2000-03-23,5.264482498168945
2000-03-24,5.2142229080200195
2000-03-27,5.28646993637085
2000-03-28,5.261340618133545
2000-03-29,5.355573654174805
2000-03-30,5.343008995056152
2000-03-31,5.374419689178467
2000-04-03,5.408968925476074
2000-04-04,5.484358787536621
2000-04-05,5.556601047515869
2000-04-06,5.591153621673584
2000-04-07,5.575448989868164
2000-04-10,5.562885761260986
2000-04-11,5.707376956939697
2000-04-12,5.757633686065674
2000-04-13,5.763916492462158
2000-04-14,5.553462505340576
2000-04-17,5.468652725219727
2000-04-18,5.484358787536621
2000-04-19,5.534614086151123
2000-04-20,5.553462505340576
2000-04-24,5.704235076904297
2000-04-25,5.873857498168945
2000-04-26,5.86129093170166
2000-04-27,5.729363441467285
2000-04-28,5.726222991943359
2000-05-01,5.726222991943359
2000-05-02,5.518909931182861
2000-05-03,5.537756443023682
2000-05-04,5.528332233428955
2000-05-05,5.540894031524658
2000-05-08,5.578591823577881
2000-05-09,5.559746742248535
2000-05-10,5.66654109954834
2000-05-11,5.751352787017822
2000-05-12,5.660257339477539
2000-05-15,5.770201683044434
2000-05-16,5.745068550109863
2000-05-17,5.657120227813721
2000-05-18,5.704235076904297
2000-05-19,5.597436428070068
2000-05-22,5.635132312774658
2000-05-23,5.531476020812988
2000-05-24,5.625708103179932
2000-05-25,5.531476020812988
2000-05-26,5.641414642333984
2000-05-30,5.682246685028076
2000-05-31,5.713656425476074
2000-06-01,5.75449275970459
2000-06-02,5.7356462478637695
2000-06-05,5.603719711303711
2000-06-06,5.7356462478637695
2000-06-07,5.757633686065674
2000-06-08,5.792183876037598
2000-06-09,5.8644304275512695
2000-06-12,5.839303493499756
2000-06-13,5.964946746826172
2000-06-14,5.939816474914551
2000-06-15,5.908405780792236
2000-06-16,5.842401504516602
2000-06-19,5.9373459815979
2000-06-20,5.874048233032227
2000-06-21,5.893036365509033
2000-06-22,5.855060577392578
2000-06-23,5.874048233032227
2000-06-26,5.855060577392578
2000-06-27,5.696813583374023
2000-06-28,5.744290828704834
2000-06-29,5.652506351470947
2000-06-30,5.5195794105529785
2000-07-03,5.6841535568237305
2000-07-05,5.734792232513428
2000-07-06,5.741123199462891
2000-07-07,5.801255226135254
2000-07-10,5.801255226135254
2000-07-11,5.747451305389404
2000-07-12,5.772768974304199
2000-07-13,5.798089981079102
2000-07-14,5.718967437744141
2000-07-17,5.671492576599121
2000-07-18,5.649343490600586
2000-07-19,5.7063093185424805
2000-07-20,5.614525318145752
2000-07-21,5.671492576599121
2000-07-24,5.652506351470947
2000-07-25,5.699978351593018
2000-07-26,5.646178245544434
2000-07-27,5.624019622802734
2000-07-28,5.589208602905273
2000-07-31,5.605032444000244
2000-08-01,5.728461742401123
2000-08-02,5.823411464691162
2000-08-03,5.832907676696777
2000-08-04,5.801255226135254
2000-08-07,5.915192604064941
2000-08-08,5.760112285614014
2000-08-09,5.66832971572876
2000-08-10,5.66832971572876
2000-08-11,5.731626510620117
2000-08-14,5.766437530517578
2000-08-15,5.804421901702881
2000-08-16,5.722131252288818
2000-08-17,5.646178245544434
2000-08-18,5.677824974060059
2000-08-21,5.715800762176514
2000-08-22,5.646178245544434
2000-08-23,5.690483570098877
2000-08-24,5.677824974060059
2000-08-25,5.671492576599121
2000-08-28,5.772768974304199
2000-08-29,5.722131252288818
2000-08-30,5.779102802276611
2000-08-31,5.823411464691162
2000-09-01,5.893036365509033
2000-09-05,5.915192604064941
2000-09-06,5.9879841804504395
2000-09-07,5.9879841804504395
2000-09-08,6.1778764724731445
2000-09-11,6.320300102233887
2000-09-12,6.304470539093018
2000-09-13,6.260165691375732
2000-09-14,6.1778764724731445
2000-09-15,6.235524654388428
2000-09-18,6.19722843170166
2000-09-19,6.09511137008667
2000-09-20,5.986611843109131
2000-09-21,6.031287670135498
2000-09-22,6.18446683883667
2000-09-25,6.229140281677246
2000-09-26,6.318490505218506
2000-09-27,6.292961120605469
2000-09-28,6.49719762802124
2000-09-29,6.5929341316223145
2000-10-02,6.631228923797607
2000-10-03,6.548255920410156
2000-10-04,6.548255920410156
2000-10-05,6.605696678161621
2000-10-06,6.573785305023193
2000-10-09,6.573785305023193
2000-10-10,6.561018943786621
2000-10-11,6.458902835845947
2000-10-12,6.369552135467529
2000-10-13,6.4652862548828125
2000-10-16,6.503580570220947
2000-10-17,6.589741230010986
2000-10-18,6.5354905128479
2000-10-19,6.503580570220947
2000-10-20,6.468476295471191
2000-10-23,6.605696678161621
2000-10-24,6.576980113983154
2000-10-25,6.5354905128479
2000-10-26,6.513152122497559
2000-10-27,6.663139343261719
2000-10-30,6.921624183654785
2000-10-31,6.97587251663208
2000-11-01,6.934387683868408
2000-11-02,6.9375786781311035
2000-11-03,6.905667781829834
2000-11-06,6.873754024505615
2000-11-07,6.883327960968018
2000-11-08,6.918433666229248
2000-11-09,6.956724643707275
2000-11-10,6.969489097595215
2000-11-13,7.001398086547852
2000-11-14,6.880135536193848
2000-11-15,6.873754024505615
2000-11-16,6.95353364944458
2000-11-17,6.848224639892578
2000-11-20,6.915241718292236
2000-11-21,6.848224639892578
2000-11-22,6.899284839630127
2000-11-24,6.8865227699279785
2000-11-27,6.838649749755859
2000-11-28,6.9375786781311035
2000-11-29,6.982257843017578
2000-11-30,6.97268009185791
2000-12-01,6.838649749755859
2000-12-04,6.912051200866699
2000-12-05,6.956724643707275
2000-12-06,6.982257843017578
2000-12-07,6.979063510894775
2000-12-08,6.80993127822876
2000-12-11,6.8290791511535645
2000-12-12,6.848224639892578
2000-12-13,7.017354965209961
2000-12-14,6.97587251663208
2000-12-15,6.915559768676758
2000-12-18,6.90343713760376
2000-12-19,6.663820266723633
2000-12-20,6.602303504943848
2000-12-21,6.563445568084717
2000-12-22,6.667062282562256
2000-12-26,6.8548665046691895
2000-12-27,6.8548665046691895
2000-12-28,6.799821853637695
2000-12-29,6.877527713775635
2001-01-02,6.773916244506836
2001-01-03,6.631439208984375
2001-01-04,6.527827739715576
2001-01-05,6.463068008422852
2001-01-08,6.56020450592041
2001-01-09,6.58935022354126
2001-01-10,6.5731611251831055
2001-01-11,6.420969486236572
2001-01-12,6.469540119171143
2001-01-16,6.365925312042236
2001-01-17,6.382120132446289
2001-01-18,6.495447635650635
2001-01-19,6.476020336151123
2001-01-22,6.463068008422852
2001-01-23,6.456589698791504
2001-01-24,6.466306209564209
2001-01-25,6.511635780334473
2001-01-26,6.450112819671631
2001-01-29,6.550624370574951
2001-01-30,6.550624370574951
2001-01-31,6.490520477294922
2001-02-01,6.569275379180908
2001-02-02,6.496743202209473
2001-02-05,6.544405937194824
2001-02-06,6.583780765533447
2001-02-07,6.585853099822998
2001-02-08,6.643876075744629
2001-02-09,6.635589122772217
2001-02-12,6.6418046951293945
2001-02-13,6.697757720947266
2001-02-14,6.585853099822998
2001-02-15,6.596214771270752
2001-02-16,6.63351583480835
2001-02-20,6.664600372314453
2001-02-21,6.585853099822998
2001-02-22,6.656312942504883
2001-02-23,6.619008541107178
2001-02-26,6.693614482879639
2001-02-27,6.701904296875
2001-02-28,6.625224590301514
2001-03-01,6.55269193649292
2001-03-02,6.569275379180908
2001-03-05,6.556841850280762
2001-03-06,6.548550128936768
2001-03-07,6.517465114593506
2001-03-08,6.639735221862793
2001-03-09,6.523681640625
2001-03-12,6.598287105560303
2001-03-13,6.444932460784912
2001-03-14,6.223195552825928
2001-03-15,6.333026885986328
2001-03-16,6.281896114349365
2001-03-19,6.361204147338867
2001-03-20,6.269374847412109
2001-03-21,6.129547119140625
2001-03-22,6.052326679229736
2001-03-23,6.041889667510986
2001-03-26,6.242241382598877
2001-03-27,6.4718146324157715
2001-03-28,6.334070205688477
2001-03-29,6.482245922088623
2001-03-30,6.530251502990723
2001-04-02,6.551121234893799
2001-04-03,6.519817352294922
2001-04-04,6.544859886169434
2001-04-05,6.501030445098877
2001-04-06,6.3799848556518555
2001-04-09,6.519817352294922
2001-04-10,6.655473709106445
2001-04-11,6.565732002258301
2001-04-12,6.561557769775391
2001-04-16,6.665907382965088
2001-04-17,6.820345401763916
2001-04-18,6.6784257888793945
2001-04-19,6.690948486328125
2001-04-20,6.611642837524414
2001-04-23,6.626252174377441
2001-04-24,6.657559394836426
2001-04-25,6.774431228637695
2001-04-26,6.834956169128418
2001-04-27,6.839129447937012
2001-04-30,6.845390319824219
2001-05-01,6.910086154937744
2001-05-02,6.82243013381958
2001-05-03,6.734777927398682
2001-05-04,6.803647041320801
2001-05-07,6.839129447937012
2001-05-08,6.7410359382629395
2001-05-09,6.751472473144531
2001-05-10,6.755650997161865
2001-05-11,6.759822845458984
2001-05-14,6.849564075469971
2001-05-15,6.803647041320801
2001-05-16,6.949738025665283
2001-05-17,6.9079999923706055
2001-05-18,6.949738025665283
2001-05-21,6.974782943725586
2001-05-22,6.949738025665283
2001-05-23,6.947655200958252
2001-05-24,6.928872108459473
2001-05-25,6.820345401763916
2001-05-29,6.816173553466797
2001-05-30,6.786951541900635
2001-05-31,6.893387794494629
2001-06-01,6.834956169128418
2001-06-04,6.839129447937012
2001-06-05,6.738954067230225
2001-06-06,6.68468713760376
2001-06-07,6.628340244293213
2001-06-08,6.653384208679199
2001-06-11,6.715996265411377
2001-06-12,6.774431228637695
2001-06-13,6.6346025466918945
2001-06-14,6.438422679901123
2001-06-15,6.478147029876709
2001-06-18,6.486556053161621
2001-06-19,6.511781215667725
2001-06-20,6.528592109680176
2001-06-21,6.358335494995117
2001-06-22,6.429803371429443
2001-06-25,6.354136943817139
2001-06-26,6.448720932006836
2001-06-27,6.463434219360352
2001-06-28,6.478147029876709
2001-06-29,6.547510623931885
2001-07-02,6.566431045532227
2001-07-03,6.5832438468933105
2001-07-05,6.63789701461792
2001-07-06,6.631587982177734
2001-07-09,6.692543983459473
2001-07-10,6.703058242797852
2001-07-11,6.734586715698242
2001-07-12,6.665219783782959
2001-07-13,6.648406982421875
2001-07-16,6.694650650024414
2001-07-17,6.705159664154053
2001-07-18,6.635791778564453
2001-07-19,6.677830696105957
2001-07-20,6.536999702453613
2001-07-23,6.358335494995117
2001-07-24,6.175472736358643
2001-07-25,6.448720932006836
2001-07-26,6.4718427658081055
2001-07-27,6.467637538909912
2001-07-30,6.541205883026123
2001-07-31,6.488658428192139
2001-08-01,6.564328193664551
2001-08-02,6.5538177490234375
2001-08-03,6.534901142120361
2001-08-06,6.408784866333008
2001-08-07,6.459232807159424
2001-08-08,6.331015110015869
2001-08-09,6.341522216796875
2001-08-10,6.465537071228027
2001-08-13,6.394071578979492
2001-08-14,6.394071578979492
2001-08-15,6.314199447631836
2001-08-16,6.383561134338379
2001-08-17,6.305790424346924
2001-08-20,6.356236457824707
2001-08-21,6.358335494995117
2001-08-22,6.347831726074219
2001-08-23,6.333112716674805
2001-08-24,6.377254009246826
2001-08-27,6.394071578979492
2001-08-28,6.364645957946777
2001-08-29,6.326809883117676
2001-08-30,6.253241539001465
2001-08-31,6.257445335388184
2001-09-04,6.322604656219482
2001-09-05,6.284770965576172
2001-09-06,6.236424922943115
2001-09-07,6.228019714355469
2001-09-10,6.331015110015869
2001-09-17,6.274260520935059
2001-09-18,6.318400859832764
2001-09-19,6.2700581550598145
2001-09-20,6.349931716918945
2001-09-21,6.170101165771484
2001-09-24,6.191282272338867
2001-09-25,6.284481048583984
2001-09-26,6.134095668792725
2001-09-27,6.057840824127197
2001-09-28,6.197640895843506
2001-10-01,6.250593185424805
2001-10-02,6.318369388580322
2001-10-03,6.386152744293213
2001-10-04,6.322606086730957
2001-10-05,6.335317134857178
2001-10-08,6.394625186920166
2001-10-09,6.362852573394775
2001-10-10,6.3755598068237305
2001-10-11,6.282364368438721
2001-10-12,6.240001678466797
2001-10-15,6.229410648345947
2001-10-16,6.276012420654297
2001-10-17,6.269653797149658
2001-10-18,6.148921489715576
2001-10-19,6.254827499389648
2001-10-22,6.136213302612305
2001-10-23,5.979471206665039
2001-10-24,5.926519870758057
2001-10-25,5.966762542724609
2001-10-26,5.985826015472412
2001-10-29,5.975235462188721
2001-10-30,5.8862738609313965
2001-10-31,5.871445655822754
2001-11-01,5.920163154602051
2001-11-02,5.94346284866333
2001-11-05,6.00065279006958
2001-11-06,6.026069164276123
2001-11-07,5.947700023651123
2001-11-08,6.0281877517700195
2001-11-09,6.066314697265625
2001-11-12,6.045132637023926
2001-11-13,6.040898323059082
2001-11-14,5.977352142333984
2001-11-15,5.966762542724609
2001-11-16,6.030304431915283
2001-11-19,6.015480041503906
2001-11-20,6.0281877517700195
2001-11-21,5.983711242675781
2001-11-23,5.977352142333984
2001-11-26,5.983711242675781
2001-11-27,5.903217792510986
2001-11-28,5.824848175048828
2001-11-29,5.822728633880615
2001-11-30,5.797314643859863
2001-12-03,5.807903289794922
2001-12-04,5.873566150665283
2001-12-05,5.915927410125732
2001-12-06,5.8608551025390625
2001-12-07,5.867213249206543
2001-12-10,5.826966285705566
2001-12-11,5.733767986297607
2001-12-12,5.797314643859863
2001-12-13,5.790957927703857
2001-12-14,5.750713348388672
2001-12-17,5.776129245758057
2001-12-18,5.829082012176514
2001-12-19,5.95405387878418
2001-12-20,5.924399375915527
2001-12-21,5.882778167724609
2001-12-24,5.929737091064453
2001-12-26,5.923330783843994
2001-12-27,6.002309799194336
2001-12-28,5.9809651374816895
2001-12-31,5.9831013679504395
2002-01-02,6.068480968475342
2002-01-03,6.100497245788574
2002-01-04,6.072750091552734
2002-01-07,6.079153537750244
2002-01-08,6.004443645477295
2002-01-09,5.951079845428467
2002-01-10,5.998043537139893
2002-01-11,5.940411567687988
2002-01-14,5.995905876159668
2002-01-15,5.998043537139893
2002-01-16,5.972426891326904
2002-01-17,5.912662029266357
2002-01-18,5.901988983154297
2002-01-22,5.773913860321045
2002-01-23,5.859294891357422
2002-01-24,5.846487998962402
2002-01-25,5.810202598571777
2002-01-28,5.810202598571777
2002-01-29,5.735494136810303
2002-01-30,5.7290873527526855
2002-01-31,5.767510890960693
2002-02-01,5.780317306518555
2002-02-04,5.720550537109375
2002-02-05,5.643710136413574
2002-02-06,5.530578136444092
2002-02-07,5.609555244445801
2002-02-08,5.639440059661865
2002-02-11,5.677862167358398
2002-02-12,5.677862167358398
2002-02-13,5.712013244628906
2002-02-14,5.724820613861084
2002-02-15,5.71414852142334
2002-02-19,5.615958213806152
2002-02-20,5.686396598815918
2002-02-21,5.573269844055176
2002-02-22,5.65010929107666
2002-02-25,5.71414852142334
2002-02-26,5.70774507522583
2002-02-27,5.746163845062256
2002-02-28,5.756836891174316
2002-03-01,5.880642414093018
2002-03-04,5.951079845428467
2002-03-05,5.955352783203125
2002-03-06,6.072750091552734
2002-03-07,6.036461353302002
2002-03-08,6.019387245178223
2002-03-11,6.038597106933594
2002-03-12,5.976696491241455
2002-03-13,5.976696491241455
2002-03-14,5.955352783203125
2002-03-15,6.005702495574951
2002-03-18,6.0336761474609375
2002-03-19,6.061651706695557
2002-03-20,6.025068759918213
2002-03-21,6.089625835418701
2002-03-22,6.018614768981934
2002-03-25,6.027222156524658
2002-03-26,5.994943618774414
2002-03-27,6.010007381439209
2002-03-28,6.0638017654418945
2002-04-01,6.001397609710693
2002-04-02,6.035830497741699
2002-04-03,6.035830497741699
2002-04-04,6.04443359375
2002-04-05,6.012158393859863
2002-04-08,5.9691243171691895
2002-04-09,5.842164993286133
2002-04-10,5.964818954467773
2002-04-11,5.786218166351318
2002-04-12,5.824949264526367
2002-04-15,5.734574794769287
2002-04-16,5.8744425773620605
2002-04-17,5.904569625854492
2002-04-18,5.889508247375488
2002-04-19,5.837862968444824
2002-04-22,5.749635696411133
2002-04-23,5.777613162994385
2002-04-24,5.792672157287598
2002-04-25,5.753942489624023
2002-04-26,5.661411762237549
2002-04-29,5.5774922370910645
2002-04-30,5.695840835571289
2002-05-01,5.749635696411133
2002-05-02,5.713057518005371
2002-05-03,5.680777549743652
2002-05-06,5.650654315948486
2002-05-07,5.594707489013672
2002-05-08,5.674326419830322
2002-05-09,5.626983642578125
2002-05-10,5.4978766441345215
2002-05-13,5.56458044052124
2002-05-14,5.648502826690674
2002-05-15,5.618377208709717
2002-05-16,5.639895915985107
2002-05-17,5.5860981941223145
2002-05-20,5.616224765777588
2002-05-21,5.657108783721924
2002-05-22,5.758243560791016
2002-05-23,5.861531734466553
2002-05-24,5.801280975341797
2002-05-28,5.842164993286133
2002-05-29,5.745335578918457
2002-05-30,5.691539287567139
2002-05-31,5.648502826690674
2002-06-03,5.519394397735596
2002-06-04,5.538759231567383
2002-06-05,5.517242431640625
2002-06-06,5.3558549880981445
2002-06-07,5.4182586669921875
2002-06-10,5.437623023986816
2002-06-11,5.347249507904053
2002-06-12,5.456991672515869
2002-06-13,5.450535297393799
2002-06-14,5.381678104400635
2002-06-17,5.50217866897583
2002-06-18,5.543063163757324
2002-06-19,5.390283584594727
2002-06-20,5.325732231140137
2002-06-21,5.344634056091309
2002-06-24,5.255555629730225
2002-06-25,5.220795631408691
2002-06-26,5.166478633880615
2002-06-27,5.162131309509277
2002-06-28,5.268590450286865
2002-07-01,5.15995979309082
2002-07-02,5.051329612731934
2002-07-03,5.020910739898682
2002-07-05,5.0795722007751465
2002-07-08,5.014395713806152
2002-07-09,4.88186502456665
2002-07-10,4.605942726135254
2002-07-11,4.76671838760376
2002-07-12,4.588562488555908
2002-07-15,4.660259246826172
2002-07-16,4.523383140563965
2002-07-17,4.438652992248535
2002-07-18,4.334365367889404
2002-07-19,4.091032981872559
2002-07-22,3.991093397140503
2002-07-23,3.680410385131836
2002-07-24,4.008473873138428
2002-07-25,4.127967357635498
2002-07-26,4.0736517906188965
2002-07-29,4.138830184936523
2002-07-30,4.475586414337158
2002-07-31,4.492969036102295
2002-08-01,4.427788257598877
2002-08-02,4.340884685516357
2002-08-05,4.264843463897705
2002-08-06,4.440824031829834
2002-08-07,4.473415374755859
2002-08-08,4.555971145629883
2002-08-09,4.566836357116699
2002-08-12,4.645050048828125
2002-08-13,4.516867160797119
2002-08-14,4.6537394523620605
2002-08-15,4.662432670593262
2002-08-16,4.588562488555908
2002-08-19,4.660259246826172
2002-08-20,4.647221565246582
2002-08-21,4.790617942810059
2002-08-22,4.888383865356445
2002-08-23,4.812340259552002
2002-08-26,4.888383865356445
2002-08-27,4.840587139129639
2002-08-28,4.810171127319336
2002-08-29,4.742818355560303
2002-08-30,4.671121120452881
